Page ID,Page name,Disclaimer,Amount spent (EUR),Number of ads in Library
428670174395114,Vattenfall,Vattenfall Nederland,2727164,4181
288295911466,Greenpeace Nederland,Greenpeace Nederland,1823879,13350
194170320600024,"Ministerie van Volksgezondheid, Welzijn en Sport","Ministerie van Volksgezondheid, Welzijn en Sport",1817794,302
57729029960,Amnesty International Nederland,Amnesty International Nederland,1541089,10700
120034538112114,Stichting Vluchteling,Stichting Vluchteling,1386642,5220
159449970751999,Save the Children Nederland,Save the Children Nederland,810642,3250
320374518118,CDA,CDA,761814,10153
609816282477420,Forum voor Democratie -FVD,Forum voor Democratie -FVD,737779,992
115289021825188,Oxfam Novib,Oxfam Novib,732290,6674
52985377549,D66,D66,695461,7196
139858509373289,UNICEF Nederland,Unicef Nederland,661408,4117
121264564551002,VVD,VVD,588232,8171
128393027527,SP,SP,569216,2021
189701254384965,Eneco,Eneco,545432,606
83439828234,Milieudefensie,Milieudefensie,490908,4533
171605059556434,World Animal Protection Nederland,World Animal Protection Nederland,482106,5890
175740570505,GroenLinks,GroenLinks,481616,1582
133687759997528,ASN Bank,ASN Bank,469013,1001
178362315106,European Parliament,European Parliament,468660,3362
93833638834,Plan International NL,Plan International Nederland,463053,4496
447218628670592,UNHCR Nederland,UNHCR Nederland,435000,2088
117483088313381,CIWF Nederland,CIWF Nederland,367507,1264
120184871378246,Aidsfonds,Aidsfonds,351472,1654
444504516075907,Shell,Shell,337344,43
113895885305052,Partij van de Arbeid (PvdA),Partij van de Arbeid (PvdA),330587,6186
326441484085577,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties,319810,132
132031878648,Natuurmonumenten,Vereniging tot Behoud van Natuurmonumenten in Nederland,311254,1684
488054904564547,ifaw,Stichting IFAW,301311,2844
1830425247191865,Cordaid,Cordaid,263718,589
108588405832078,Amref Flying Doctors NL,Amref Flying Doctors NL,237921,1530
349312760804,World Vision Nederland,World Vision NL,222163,4978
100717511317223,Zet ook de knop om,Rijksoverheid,217150,145
121719834601889,FNV Vakbond,FNV Vakbond,186231,1092
201751609836046,Dokters van de Wereld (NL),Dokters van de Wereld (NL),181413,733
107898832590939,European Commission,European Commission,176277,462
146644665960101,Volt Nederland,Volt Nederland,171416,2748
417456448271379,GGD GHOR Nederland,GGD GHOR,167617,2272
609816282477420,Forum voor Democratie -FVD,Forum voor Democratie,166881,659
102287806490622,Partij voor de Dieren,Partij voor de Dieren,161480,913
285512534937,Terre des Hommes Nederland,Terre des Hommes Nederland,160908,2772
106020448037192,JA21,JA21.nl,157969,606
2018408465106868,Wopke Hoekstra,CDA,155185,2844
112530232090434,NPO,NPO,149225,204
115027651906533,Wakker Dier,Stichting Wakker Dier,149142,882
687496011309020,Jesse Klaver,GroenLinks,145996,205
93833638834,Plan International NL,Plan International NL,145028,468
245579158353,Giro555,Giro555,141645,349
100717511317223,Zet ook de knop om,Ministerie van Economische Zaken en Klimaat,138047,27
434609543403499,Oatly,Oatly,137141,48
107872495911431,VluchtelingenWerk Nederland,VluchtelingenWerk Nederland,129713,913
1961817983830023,Consumentenkeuzehulp.nl,Consumentenkeuzehulp,127800,931
133720236695807,Werken voor Nederland,Werken voor Nederland,125238,222
160001040736183,Fairtrade Nederland,Fairtrade Nederland,122500,1141
117591718267073,ReumaNederland,ReumaNederland,117619,541
147006749798,Ben & Jerry's,Ben & Jerry's Nederland,117011,52
328663274675248,Voor 16,Voor 14,116647,579
1637965639787416,Nacht van de Vluchteling,Nacht van de Vluchteling,115716,106
108824017345866,Meta,Facebook Inc.,114804,10
142080576837,Vrij Nederland,Vrij Nederland,112871,2581
115027651906533,Wakker Dier,Wakker Dier,110824,1473
164448196903465,Simavi,Simavi,108495,347
165625476919894,CNV Vakmensen,CNV Vakmensen,108355,351
203753056314055,Varkens in Nood,Varkens in Nood,107483,541
100660309175869,NieuwRechts,NieuwRechts.nl,101243,574
118754531489898,Artsen zonder Grenzen,Artsen zonder Grenzen Nederland,98558,358
170725579702314,ActionAid Nederland,ActionAid,96690,1444
137011549489828,GroenLinks-PvdA,GroenLinks-PvdA,95827,123
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,93151,114
349312760804,World Vision Nederland,Stichting World Vision Nederland,92117,941
212261272123,3FM,3FM,91709,298
288700097949818,Mijn Stem,Citisens,90380,250
1550088745275913,DENK,DENK,90173,1439
105784111524296,Ekō NL,SumOfUs,88762,200
404247949634770,CARE Nederland,CARE Nederland,83661,1445
206592029351928,ABN AMRO,These ads ran without a disclaimer,82847,75
180532465311930,Rode Kruis,Rode Kruis,82755,638
107872495911431,VluchtelingenWerk Nederland,VluchtelingenWerk Nederland,82145,132
194041757291378,PAX,PAX,80812,618
1409007399336866,BNNVARA,BNNVARA,80422,658
177508708941577,Milieu Centraal,Milieu Centraal,78147,622
353021651500970,Nestlé,Nestle Nederland,77723,27
111534388878604,NIVEA,NIVEA Nederland,76816,45
147683725284795,Mercy Ships Holland,Mercy Ships Holland,76676,1428
100169997009,Proefdiervrij,Proefdiervrij,74073,669
269793629749221,ZOA,ZOA,73693,435
206592029351928,ABN AMRO,ABN AMRO,73552,296
130133230331245,Wereld Natuur Fonds - WWF,Wereld Natuur Fonds - WWF,73099,1158
124564577597743,Ministerie van Economische Zaken en Klimaat,Ministerie van Economische Zaken en Klimaat,71382,92
100364422327666,BVNL - Belang van Nederland,BVNL,70552,182
115289021825188,Oxfam Novib,These ads ran without a disclaimer,69652,104
309518469167921,Kinderfonds MAMAS,Kinderfonds MAMAS,66777,299
162631597133914,Dierenbescherming,Dierenbescherming,66742,322
100455310014019,Solidaridad,Solidaridad,65046,636
176804439190262,College voor de Rechten van de Mens,College voor de Rechten van de Mens,63549,92
202247686455791,KRO-NCRV,KRO-NCRV,58815,272
159156314210762,Nationaal Comité 4 en 5 mei,Nationaal Comité 4 en 5 mei,58380,48
132272050127848,de Volkskrant,de Volkskrant,58242,197
844559615710915,Lilian Marijnissen,SP,57826,299
147772805659767,Gert-Jan Segers,ChristenUnie,57328,213
105516159523693,Wilde Ganzen,Wilde Ganzen,57098,491
248022541905667,Gemeente Amsterdam,Gemeente Amsterdam,55168,672
514814491878400,NVVE,NVVE,54936,852
297779776717,KPN,KPN,54746,85
847935418599549,Nationale Wetenschapsagenda,Nationale Wetenschapsagenda,54113,134
106370071810105,Cultuur onder Vuur NL,Stichting Civitas Christiana,53535,171
111534388878604,NIVEA,NIVEA,51547,28
101589685639286,Stop extra bierbelasting,Nederlandse Brouwers,50851,29
107104755358059,Nationale Klimaatweek,Nationale Klimaatweek,50175,14
178362315106,European Parliament,These ads ran without a disclaimer,50172,29
211661062254003,ChristenUnie,ChristenUnie,49981,258
201751609836046,Dokters van de Wereld (NL),Dokters van de Wereld,49853,77
126052760507,Mama Cash,Mama Cash,49669,1378
198486356863605,Longfonds,Longfonds,49228,505
