page_id,page_name,disclaimer,amount_spent_eur,number_of_ads_in_library,fb_page,fbad_page,party
107948478848391,Art.1 Midden Nederland,Art.1 Midden Nederland,2727,139,https://www.facebook.com/107948478848391,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=107948478848391&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
147683725284795,Mercy Ships Holland,Mercy Ships Holland,2515,43,https://www.facebook.com/147683725284795,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=147683725284795&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
114824741963035,Kom over en help,St. Kom over en help,2401,52,https://www.facebook.com/114824741963035,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=114824741963035&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
314184649030,Probeer de Bond,Probeer de Bond,2245,13,https://www.facebook.com/314184649030,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=314184649030&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
193853323977481,Stadsdeel Amsterdam Zuidoost,Gemeente Amsterdam,2209,428,https://www.facebook.com/193853323977481,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=193853323977481&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
473492249475971,Stirezo Pro-life,Stichting Civitas Christiana,2202,8,https://www.facebook.com/473492249475971,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=473492249475971&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
206592029351928,ABN AMRO,These ads ran without a disclaimer,2181,4,https://www.facebook.com/206592029351928,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=206592029351928&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
164448196903465,Simavi,Simavi,2160,15,https://www.facebook.com/164448196903465,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=164448196903465&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
1594630217521502,NPO Kennis,Stichting NTR,2078,62,https://www.facebook.com/1594630217521502,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=1594630217521502&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
153357044722038,Jonge Democraten,Jonge Democraten,2066,4,https://www.facebook.com/153357044722038,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=153357044722038&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,D66
132206508583021,FIKS,Starters4Communities,2062,34,https://www.facebook.com/132206508583021,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=132206508583021&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
111199435097484,Nederlandkalverland.nl,Nederlandkalverland.nl,2053,26,https://www.facebook.com/111199435097484,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=111199435097484&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
470919559742826,Meld Misdaad Anoniem,Meld Misdaad Anoniem,2053,24,https://www.facebook.com/470919559742826,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=470919559742826&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
844559615710915,Lilian Marijnissen,SP,2029,23,https://www.facebook.com/844559615710915,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=844559615710915&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,SP
108702228688850,WeCount,WeCount,1861,6,https://www.facebook.com/108702228688850,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=108702228688850&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
102523116490167,NJR,NJR,1857,14,https://www.facebook.com/102523116490167,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=102523116490167&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
288700097949818,Mijn Stem,Citisens,1821,7,https://www.facebook.com/288700097949818,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=288700097949818&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
