page_id,page_name,disclaimer,amount_spent_eur,number_of_ads_in_library,fb_page,fbad_page,party
1498781793769425,Buitenhof,Buitenhof,217,6,https://www.facebook.com/1498781793769425,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=1498781793769425&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
147547541961576,Council of the European Union,Council of the European Union,212,11,https://www.facebook.com/147547541961576,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=147547541961576&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
125179184015693,Bastiaan Meijer,SP,209,2,https://www.facebook.com/125179184015693,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=125179184015693&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
105955311154401,Onlinestemtool.nl,Onlinestemtool.nl,206,1,https://www.facebook.com/105955311154401,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=105955311154401&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
318950288162677,Gemeente Druten,Gemeente Druten,203,3,https://www.facebook.com/318950288162677,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=318950288162677&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
791931684200806,Gemeente Wijchen,Gemeente Wijchen,203,2,https://www.facebook.com/791931684200806,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=791931684200806&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
101039903379008,Dordtse VVD,Dordtse VVD,202,3,https://www.facebook.com/101039903379008,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=101039903379008&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD
113176355374503,College Tour,These ads ran without a disclaimer,200,1,https://www.facebook.com/113176355374503,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=113176355374503&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
150839001615267,Trouw,DPG Media,200,29,https://www.facebook.com/150839001615267,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=150839001615267&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
105653235845219,Jimmy Dijk,SP,200,4,https://www.facebook.com/105653235845219,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=105653235845219&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,SP
470525053061109,Goedopweg,These ads ran without a disclaimer,200,2,https://www.facebook.com/470525053061109,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=470525053061109&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
213656842145627,Leefbaar Almere,Leefbaar Almere,200,8,https://www.facebook.com/213656842145627,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=213656842145627&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
111476354513058,Gemeenteraad Castricum,Gemeenteraad Castricum,200,2,https://www.facebook.com/111476354513058,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=111476354513058&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
139886056178812,Raad075,Gemeente Zaanstad - Raadsgriffie,200,1,https://www.facebook.com/139886056178812,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=139886056178812&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
208578955894331,Bas Eickhout,GroenLinks,200,1,https://www.facebook.com/208578955894331,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=208578955894331&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,GroenLinks
783842828375820,Tineke Strik,GroenLinks,200,1,https://www.facebook.com/783842828375820,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=783842828375820&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,GroenLinks
246789395399573,Gemeente Heerlen,Gemeente Heerlen,197,1,https://www.facebook.com/246789395399573,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=246789395399573&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
186179268595421,The Black Archives,The Black Archives,196,5,https://www.facebook.com/186179268595421,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=186179268595421&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
511911518844443,Student & Starter,Student & Starter,195,2,https://www.facebook.com/511911518844443,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=511911518844443&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
106310819107347,TBI Klimaattrein,TBI Klimaattrein,192,2,https://www.facebook.com/106310819107347,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=106310819107347&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
1909126929105800,Partij voor behoud van de Nederlandse identiteit,Partij voor behoud van de Nederlandse identiteit,187,23,https://www.facebook.com/1909126929105800,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=1909126929105800&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
125628694126042,De Gelderlander,DPG Media,185,51,https://www.facebook.com/125628694126042,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=125628694126042&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
101675885089320,Coöperatie Laatste Wil,Coöperatie Laatste Wil,185,2,https://www.facebook.com/101675885089320,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=101675885089320&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
103288542358350,Greenpeace Bonaire,Greenpeace Nederland,182,5,https://www.facebook.com/103288542358350,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=103288542358350&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
132327223458422,Vakbond De Unie,Vakbond De Unie,182,2,https://www.facebook.com/132327223458422,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=132327223458422&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
380322462574047,Dit is ook mensenhandel,Sterk Huis,181,5,https://www.facebook.com/380322462574047,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=380322462574047&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
164165566951558,Brabants Dagblad,DPG Media,180,37,https://www.facebook.com/164165566951558,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=164165566951558&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
458631057562860,Gemeente Zeist,Gemeente Zeist,177,2,https://www.facebook.com/458631057562860,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=458631057562860&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
333939901218,Het Parool,DPG Media,173,33,https://www.facebook.com/333939901218,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=333939901218&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
197259153703330,Waterschap Rijn en IJssel,Waterschap Rijn en IJssel,165,2,https://www.facebook.com/197259153703330,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=197259153703330&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
430644476957226,VSO Nederland,VSO,163,3,https://www.facebook.com/430644476957226,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=430644476957226&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
152841728120488,Gemeente De Bilt,Gemeente De Bilt,162,6,https://www.facebook.com/152841728120488,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=152841728120488&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
234057736713747,Tubantia,DPG Media,162,46,https://www.facebook.com/234057736713747,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=234057736713747&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
321143681284995,Adb RADAR,Stichting RADAR,158,4,https://www.facebook.com/321143681284995,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=321143681284995&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
114553031908157,Stichting AAP,Stichting AAP,158,32,https://www.facebook.com/114553031908157,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=114553031908157&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
102137915688065,Voices for Women,Voices for Women,150,2,https://www.facebook.com/102137915688065,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=102137915688065&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
2326697260991619,Kim van Sparrentak,GroenLinks,150,1,https://www.facebook.com/2326697260991619,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=2326697260991619&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,GroenLinks
620610964745269,Gemeente Houten,Gemeente Houten,150,4,https://www.facebook.com/620610964745269,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=620610964745269&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
104949285613892,AardgasTabé,AardgasTabé,148,3,https://www.facebook.com/104949285613892,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=104949285613892&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
194274617259054,Reformatorisch Dagblad,Reformatorisch Dagblad,145,10,https://www.facebook.com/194274617259054,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=194274617259054&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
106916392490601,Co nowego,These ads ran without a disclaimer,143,1,https://www.facebook.com/106916392490601,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=106916392490601&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
287380574636835,De Stentor,DPG Media,141,32,https://www.facebook.com/287380574636835,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=287380574636835&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
104235882750656,UP Party - United People's Party,UP Party - United People's Party,141,2,https://www.facebook.com/104235882750656,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=104235882750656&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
102795058943786,Hart van Hoorn,Liberaal Hoorn,140,11,https://www.facebook.com/102795058943786,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=102795058943786&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
310846782368652,Nationaal Militair Museum,Nationaal Militair Museum,139,35,https://www.facebook.com/310846782368652,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=310846782368652&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
166746636764419,Gemeente Bloemendaal,Gemeente Bloemendaal,139,3,https://www.facebook.com/166746636764419,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=166746636764419&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
120274484508161,Campagne Daily,BKB | Het Campagnebureau,135,3,https://www.facebook.com/120274484508161,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=120274484508161&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
104709215016732,JA21 Brabant,JA 21 Brabant,135,2,https://www.facebook.com/104709215016732,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=104709215016732&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
529757857120942,Rijswijkse VVD,Rijswijkse VVD,135,5,https://www.facebook.com/529757857120942,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=529757857120942&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD
568830633496369,SmartFarm NL,These ads ran without a disclaimer,133,1,https://www.facebook.com/568830633496369,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=568830633496369&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
100720453432485,PZC,DPG Media,132,31,https://www.facebook.com/100720453432485,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=100720453432485&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
147710335240518,Eindhovens Dagblad,DPG Media,132,27,https://www.facebook.com/147710335240518,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=147710335240518&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
229810283742087,BN DeStem,DPG Media,132,31,https://www.facebook.com/229810283742087,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=229810283742087&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
275725382472738,Gemeente Nijmegen,gemeente Nijmegen,130,2,https://www.facebook.com/275725382472738,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=275725382472738&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
105927262236676,Later kater onlinecursus,Later kater onlinecursus,127,20,https://www.facebook.com/105927262236676,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=105927262236676&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
103220632108447,Minister Geoffrey Wever,Geoffrey Wever,123,12,https://www.facebook.com/103220632108447,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=103220632108447&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
336639406375829,Gemeente Diemen,Gemeente Diemen,120,3,https://www.facebook.com/336639406375829,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=336639406375829&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
239072336114052,Gemeente Venlo,Gemeente Venlo,117,12,https://www.facebook.com/239072336114052,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=239072336114052&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
317672531636087,1Twente Enschede,1Twente Enschede,113,4,https://www.facebook.com/317672531636087,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=317672531636087&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
1558103351147406,Gemeente Stein,Gemeente Stein,111,1,https://www.facebook.com/1558103351147406,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=1558103351147406&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
121104358610786,Kevin Eustatia-Palm,Kevin Eustatia-Palm,111,5,https://www.facebook.com/121104358610786,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=121104358610786&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
1530698000496450,Gemeente Meierijstad,Gemeente Meierijstad,110,2,https://www.facebook.com/1530698000496450,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=1530698000496450&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
195305220898593,Amsterdamse Klas,Gemeente Amsterdam,109,2,https://www.facebook.com/195305220898593,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=195305220898593&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
167597420073347,VVD Helmond,VVD Helmond,108,4,https://www.facebook.com/167597420073347,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=167597420073347&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD
1158737427670503,Volt Maastricht,Volt Nederland,104,1,https://www.facebook.com/1158737427670503,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=1158737427670503&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Volt Nederland
100644738397837,Studenten voor Leiden,Studenten voor Leiden,100,1,https://www.facebook.com/100644738397837,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=100644738397837&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
131568243611437,ProDemos - Huis voor democratie en rechtsstaat,ProDemos - Huis voor democratie en rechtsstaat,100,2,https://www.facebook.com/131568243611437,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=131568243611437&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
172860162749495,DOA,DOA,100,2,https://www.facebook.com/172860162749495,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=172860162749495&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
104695262081977,De Zorg van Morgen,De Zorg van Morgen,100,2,https://www.facebook.com/104695262081977,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=104695262081977&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
113766095089042,Kreashon,Kreashon,100,2,https://www.facebook.com/113766095089042,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=113766095089042&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
305671752793332,Paleis Soestdijk,These ads ran without a disclaimer,100,1,https://www.facebook.com/305671752793332,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=305671752793332&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
248146915232092,JOVD,JOVD,100,1,https://www.facebook.com/248146915232092,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=248146915232092&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
310507649013141,Gemeente Noordwijk,Gemeente Noordwijk,100,2,https://www.facebook.com/310507649013141,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=310507649013141&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
115673064877613,Indigenous Liberation Movement,Indigenous Liberation Movement,100,3,https://www.facebook.com/115673064877613,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=115673064877613&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
393631714068016,Hoogheemraadschap van Schieland en de Krimpenerwaard,Hoogheemraadschap van Schieland en de Krimpenerwaard,100,4,https://www.facebook.com/393631714068016,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=393631714068016&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
181031342395,GroenLinks Groningen,GroenLinks Groningen,100,1,https://www.facebook.com/181031342395,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=181031342395&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,GroenLinks
100237759674715,Arjan Langen - ChristenUnie,Arjan Langen - ChristenUnie,100,1,https://www.facebook.com/100237759674715,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=100237759674715&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,ChristenUnie
394219543964508,De Bredase VVD,De Bredase VVD,100,2,https://www.facebook.com/394219543964508,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=394219543964508&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD
199698003967545,BrewDog,These ads ran without a disclaimer,100,1,https://www.facebook.com/199698003967545,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=199698003967545&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
1440177952905487,NiNsee,NiNsee,100,3,https://www.facebook.com/1440177952905487,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=1440177952905487&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
765765476839440,Gemeente Veldhoven,Gemeente Veldhoven,100,3,https://www.facebook.com/765765476839440,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=765765476839440&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
105562204522275,Woonwijzerwinkel Limburg,Woonwijzerwinkel Limburg,100,2,https://www.facebook.com/105562204522275,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=105562204522275&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
214703715217685,Gemeenteraad Eindhoven,Gemeenteraad Eindhoven,100,2,https://www.facebook.com/214703715217685,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=214703715217685&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
183700801802134,Minister Glenbert F. Croes,Glenbert F Croes,100,12,https://www.facebook.com/183700801802134,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=183700801802134&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
509675125832784,Pieter Paul Slikker - PvdA 073,PvdA Den Bosch,100,5,https://www.facebook.com/509675125832784,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=509675125832784&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PvdA
106990854543417,NN Careers,These ads ran without a disclaimer,100,1,https://www.facebook.com/106990854543417,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=106990854543417&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
106031815565093,Geeksoutfit,These ads ran without a disclaimer,100,11,https://www.facebook.com/106031815565093,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=106031815565093&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
226796177495455,ONS Vlaardingen,ONS Vlaardingen,100,7,https://www.facebook.com/226796177495455,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=226796177495455&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
976825745813543,Partij voor de Dieren Gemeente Groningen,Partij voor de Dieren Gemeente Groningen,100,5,https://www.facebook.com/976825745813543,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=976825745813543&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PvdD
196525450479383,Republiek,Republiek,100,2,https://www.facebook.com/196525450479383,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=196525450479383&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
249603552288,pinkpolitiek,PINK!,100,1,https://www.facebook.com/249603552288,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=249603552288&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NA
