X.1,GISCO_ID,CNTR_CODE,LAU_ID,LAU_NAME,POP_2021,POP_DENS_2,AREA_KM2,YEAR,FID,geometry,NUTS3,LAU_CODE,LAU,Registered,Turnout,Invalid,Blank,NLPLAN,OVERIG,LP,SGP,LEF,VVD,D66,SPLINTER,PIRGRO,50PLUS,PVV,NSC,JA21,GL-PvdA,FVD,CDA,BVNL,SP,BBB,CU,SAMEN,Volt,PvdD,DENK,BIJ1,PPBINK,PVDSPO,winner,pvv_100,pvv_100.1,pvv_100.2
109,NL_GM0899,NL,GM0899,Brunssum,27821,1608.95461008,17.29135168,2021,NL_GM0899,"POLYGON ((4041241.6931 3099082.3145000003, 4040648.073999999 3098223.2753, 4038321.7709 3098629.7587, 4037239.723099999 3099206.1147000007, 4035847.6525 3098622.7459999993, 4035294.9460000005 3099264.9272000007, 4034961.0650999993 3099652.9694999997, 4035633.3616000004 3100716.1029000003, 4037696.1690999996 3102217.4055000003, 4040535.6725999992 3101681.088199999, 4040821.2927 3101414.6798, 4041167.9860999994 3101091.3661, 4041108.0263 3100559.7106, 4041156.2687 3100026.257200001, 4041241.6931 3099082.3145000003))",NL423,GM0899,Brunssum,22419.0,15660.0,24.0,60.0,0.00044940934771443245,0.0,0.00025680534155110427,0.0016050333846944016,0.0008346173600410888,0.10208012326656395,0.024396507447354904,0.001091422701592193,0.0008988186954288649,0.007190549563430919,0.423728813559322,0.14791987673343607,0.005328710837185413,0.10927067282999486,0.03492552645095018,0.02009501797637391,0.005649717514124294,0.04513353877760658,0.028762198253723677,0.01027221366204417,0.0007062146892655367,0.004173086800205444,0.016178736517719568,0.006741140215716487,0.0016692347200821776,0.0,0.0006420133538777606,PVV,42.3728813559322,42.3728813559322,42.3728813559322
110,NL_GM0917,NL,GM0917,Heerlen,87086,1914.86522912,45.47891866,2021,NL_GM0917,"POLYGON ((4040685.7388000004 3088994.8325999994, 4040571.3013000004 3087783.9908000007, 4040954.7985999994 3087035.1027000006, 4040943.6719000004 3086137.0548, 4040258.8729 3087389.7985999994, 4040068.000600001 3087528.9684999995, 4039769.567500001 3087746.5931, 4039551.7182 3088434.2278000005, 4037967.6021 3089803.9726, 4037384.5978999995 3091006.5582999997, 4036598.283500001 3092517.3413999993, 4035058.6128000002 3094991.9415000007, 4034386.2193 3096073.591600001, 4032612.1078999992 3098013.3697999995, 4033128.4740999993 3098610.406300001, 4033771.6466000006 3098758.0909, 4034961.0650999993 3099652.9694999997, 4035294.9460000005 3099264.9272000007, 4035847.6525 3098622.7459999993, 4037239.723099999 3099206.1147000007, 4038321.7709 3098629.7587, 4040648.073999999 3098223.2753, 4039302.8695 3095799.411699999, 4039501.0193000007 3094689.8885999992, 4040219.2196999993 3093547.9815999996, 4040785.8320000004 3091943.1805000007, 4040706.6928000003 3091563.5336000007, 4040264.3665999994 3091150.398499999, 4039619.0858999994 3090547.883300001, 4040186.8549000006 3089721.056, 4040685.7388000004 3088994.8325999994))",NL423,GM0917,Heerlen,68247.0,45192.0,131.0,124.0,0.0004895742928989474,0.0,0.00028929390034937804,0.0016244965173465072,0.0006898546854485168,0.09876048690388767,0.03475977479582527,0.0013797093708970336,0.0011794289783474642,0.007321361016534259,0.36987337828515476,0.12662171484522777,0.004828982798139618,0.1519460578142733,0.0371186327525202,0.022564924227251485,0.005452077352738278,0.05914947593297283,0.02094042770990498,0.00422814162049091,0.00026704052339942587,0.008545296748781628,0.020918174332955026,0.018025235329461247,0.0023143512027950243,0.0,0.000712108062398469,PVV,36.98733782851548,36.98733782851548,36.98733782851548
111,NL_GM0928,NL,GM0928,Kerkrade,45749,2066.82791262,22.13488589,2021,NL_GM0928,"POLYGON ((4043526.9847 3089642.7108999994, 4043306.2886999995 3090267.4560000002, 4040685.7388000004 3088994.8325999994, 4040186.8549000006 3089721.056, 4039619.0858999994 3090547.883300001, 4040264.3665999994 3091150.398499999, 4040706.6928000003 3091563.5336000007, 4040785.8320000004 3091943.1805000007, 4041831.747199999 3092230.4826999996, 4042269.1097999997 3093567.670600001, 4042807.7375000007 3093933.0141000003, 4042831.0327000003 3095111.2645999994, 4045394.3001000006 3095614.5516, 4045045.8573000003 3094012.8435999993, 4045735.2591999993 3092020.0040000007, 4044953.9465999994 3090533.5, 4044622.4343 3089229.759400001, 4043526.9847 3089642.7108999994))",NL423,GM0928,Kerkrade,34329.0,24231.0,86.0,67.0,0.00041531688678461665,0.0,0.00049838026414154,0.0008306337735692333,0.00041531688678461665,0.10004983802641415,0.025583520225932386,0.0009136971509261567,0.001619735858460005,0.007351108896087715,0.4369133648974167,0.13643159730874657,0.00448542237727386,0.12409668577124346,0.03264390730127087,0.02167954149015699,0.005897499792341557,0.039745826065287815,0.025625051914610848,0.0021596478112800065,0.0010382922169615417,0.005648309660270787,0.015117534678960046,0.008513996179084642,0.0017858626131738516,0.0,0.0005399119528200016,PVV,43.69133648974167,43.69133648974167,43.69133648974167
112,NL_GM0935,NL,GM0935,Maastricht,121575,2023.81483064,60.07219542,2021,NL_GM0935,"POLYGON ((4022886.0626999997 3092529.9460000005, 4022172.149599999 3091715.8205999993, 4022438.6054999996 3091310.1421000008, 4022217.2305999994 3089950.3275000006, 4021528.5670999996 3089707.258199999, 4021223.9071999993 3089599.7628000006, 4021471.2995999996 3088716.807600001, 4021457.7370999996 3088482.2282999996, 4021178.2108999994 3087612.1566000003, 4019416.5014999993 3086878.1273, 4019174.6900999993 3085812.1938000005, 4017671.6509000007 3086502.578400001, 4017252.1834999993 3086772.5351, 4015056.6917000003 3087771.4253000002, 4015031.7289000005 3088332.8544999994, 4014428.4135 3089746.851500001, 4014117.8879000004 3090853.2151999995, 4014418.6443000007 3092755.377800001, 4014842.9136999995 3093190.3518000003, 4014694.435900001 3093619.2350999992, 4016394.6403 3094533.4155, 4017099.9788000006 3094520.1724999994, 4017395.9240000006 3095243.6678, 4018260.8143000007 3096099.282400001, 4018691.7029999997 3097594.317399999, 4019264.272500001 3097755.471999999, 4019829.6821999997 3097386.6702999994, 4019658.554300001 3096759.2201000005, 4020334.5678000003 3095644.3465, 4020500.0625 3094688.6129, 4021052.8171999995 3094336.9526000004, 4020949.1807000004 3093611.7617000006, 4021736.4366999995 3093301.6246000007, 4022361.4417000003 3093055.5176999997, 4022886.0626999997 3092529.9460000005))",NL423,GM0935,Maastricht,86888.0,63412.0,125.0,160.0,0.0006178022082468674,0.0,0.0003960270565685048,0.0008712595244507105,0.0009504649357644114,0.13533036577058943,0.07226701728262075,0.0011088757583918134,0.0007603719486115291,0.006178022082468674,0.26386490725046335,0.11546564861311324,0.005528537709696326,0.22041281860376702,0.023064615774549716,0.02474377049440018,0.0029464413008696753,0.03548402426853803,0.016031175249893073,0.004514708444880954,0.0003960270565685048,0.023650735818271103,0.025979374910893912,0.014161927542889731,0.004752324678822057,0.0,0.0005227557146704263,PVV,26.386490725046336,26.386490725046336,26.386490725046336
113,NL_GM0938,NL,GM0938,Meerssen,18828,678.09211691,27.76613904,2021,NL_GM0938,"POLYGON ((4023873.7618000004 3099320.6785000004, 4024060.045600001 3098913.1588000003, 4022732.2397000007 3096719.6248000003, 4022693.158500001 3096239.4613000005, 4023999.7908999994 3097379.5383, 4025922.0097000003 3097662.5900999997, 4025594.1448 3096872.818, 4025904.1712999996 3096004.0856999997, 4025454.0581 3095581.3462000005, 4025613.630000001 3094500.4410999995, 4025339.7611 3094214.6465000007, 4024036.2796 3094284.1668, 4023569.0307 3093278.1482999995, 4023204.8545999993 3093147.4091, 4022886.0626999997 3092529.9460000005, 4022361.4417000003 3093055.5176999997, 4021736.4366999995 3093301.6246000007, 4020949.1807000004 3093611.7617000006, 4021052.8171999995 3094336.9526000004, 4020500.0625 3094688.6129, 4020334.5678000003 3095644.3465, 4019658.554300001 3096759.2201000005, 4019829.6821999997 3097386.6702999994, 4020429.0863000005 3097576.426999999, 4020848.2183 3099179.2665, 4022171.8873999994 3101150.9838999994, 4022187.6268000007 3101099.188100001, 4022462.3036 3100195.4847, 4023873.7618000004 3099320.6785000004))",NL423,GM0938,Meerssen,15031.0,12119.0,17.0,29.0,0.0009111239956928683,0.0,8.282945415389712e-05,0.0009111239956928683,0.0004141472707694856,0.15919821088379027,0.05880891244926696,0.0014909301747701483,0.0004141472707694856,0.005052596703387724,0.29586681023772055,0.16218007123333059,0.0063778679698500785,0.15215770728070901,0.01871945663878075,0.03661061873602253,0.004555619978464342,0.03106104530771142,0.033545928932328335,0.004224302161848753,0.0004969767249233827,0.008117286507081918,0.014743642839393688,0.002733371987078605,0.000662635633231177,0.0,0.000662635633231177,PVV,29.586681023772055,29.586681023772055,29.586681023772055
114,NL_GM0944,NL,GM0944,Mook en Middelaar,7847,417.13027757,18.81186867,2021,NL_GM0944,"POLYGON ((4039161.2534999996 3186458.6115000006, 4037879.5500000007 3186791.5308, 4037051.9942000005 3187445.3605000004, 4036495.848099999 3190246.490599999, 4035930.7051999997 3190934.1746999994, 4035672.119000001 3191097.0657, 4035934.518100001 3191684.7402, 4036084.1216 3193060.2685000002, 4037762.4560000002 3193233.3322, 4038883.8057000004 3191398.7776999995, 4039094.6056999993 3190418.9844000004, 4040060.6008 3189883.1335000005, 4040170.1153999995 3189258.3628000002, 4040291.0929000005 3189199.8680000007, 4040613.7816000003 3189043.8629, 4040245.844900001 3188388.737299999, 4039161.2534999996 3186458.6115000006))",NL421,GM0944,Mook en Middelaar,6605.0,5719.0,8.0,11.0,0.0003508771929824561,0.0,0.0,0.0007017543859649122,0.0,0.18526315789473685,0.08824561403508772,0.0008771929824561404,0.0007017543859649122,0.004210526315789474,0.2026315789473684,0.12631578947368421,0.0036842105263157894,0.21982456140350878,0.011578947368421053,0.030877192982456142,0.0029824561403508773,0.03631578947368421,0.030526315789473683,0.0029824561403508773,0.0003508771929824561,0.017543859649122806,0.027543859649122808,0.004736842105263158,0.0014035087719298245,0.0,0.0003508771929824561,GL-PvdA,20.263157894736842,20.263157894736842,20.263157894736842
115,NL_GM0946,NL,GM0946,Nederweert,17019,167.11950601,101.83730437,2021,NL_GM0946,"POLYGON ((4026420.165100001 3144411.816400001, 4031357.5250000004 3145587.2858000007, 4030736.2457 3144621.360200001, 4032015.8044000007 3142621.0251, 4033177.1576000005 3142243.3759000003, 4033748.541099999 3142057.6904000007, 4033150.7640000004 3141775.5889999997, 4032535.5595999993 3141392.5919000003, 4031747.5294000003 3139459.9987000003, 4030520.5515 3137557.3454, 4031188.158 3135579.2273999993, 4031759.9113 3135134.1043999996, 4031637.7321000006 3134279.1149000004, 4027284.5896000005 3133617.0878, 4026468.1787 3135020.9518999998, 4024407.2233000007 3136593.5612000003, 4024263.9987000003 3136910.2649000008, 4023684.2556 3138192.7159, 4023148.2619000003 3138762.660599999, 4021591.3647000007 3139068.8696999997, 4018893.879899999 3138489.9081999995, 4018092.669399999 3138962.697899999, 4017338.210000001 3140119.2882000003, 4018090.7731999997 3141081.0249000005, 4019451.1687000003 3142722.9066000003, 4024675.1938000005 3143987.9232, 4026420.165100001 3144411.816400001))",NL422,GM0946,Nederweert,13892.0,11050.0,10.0,26.0,9.079353550027238e-05,0.0,0.00027238060650081714,0.0009987288905029962,0.0003631741420010895,0.15307790085345924,0.045669148356637004,0.0010895224260032686,0.0017250771745051753,0.00381332849101144,0.3124205556564373,0.14744870165244234,0.007263482840021791,0.09642273470128927,0.020519339023061557,0.0450335936081351,0.008171418195024514,0.02669329943708008,0.1038678046123116,0.001452696568004358,0.0005447612130016343,0.007717450517523153,0.010895224260032685,0.002179044852006537,0.0015434901035046304,0.0,0.000726348284002179,PVV,31.242055565643728,31.242055565643728,31.242055565643728
116,NL_GM0957,NL,GM0957,Roermond,58260,818.86702596,71.14708268,2021,NL_GM0957,"POLYGON ((4042305.401900001 3135180.1919, 4042638.3399 3134834.866699999, 4043760.5430999994 3133671.4328000005, 4044733.0359000005 3133669.6591999996, 4045564.6897 3134221.2007, 4046900.025699999 3133097.6772000007, 4047418.5743000004 3131699.0720000006, 4047518.2649000008 3131430.1733, 4047612.7711999994 3130879.3904999997, 4046745.4911 3130802.9810000006, 4046453.1470999997 3130478.2887999993, 4046606.8954000007 3126438.9285000004, 4045415.793400001 3126501.7114000004, 4045095.5731000006 3125472.7267000005, 4045682.8628000002 3124661.9921000004, 4045030.008199999 3124233.451300001, 4043566.8983999994 3124214.2634999994, 4042373.3093999997 3124719.100400001, 4042085.244999999 3124673.0787000004, 4041430.1696000006 3124568.4865000006, 4040357.831599999 3125947.1469, 4038219.2271999996 3124256.5722000003, 4037206.2051999997 3124567.3335999995, 4036719.3285000008 3124982.101, 4035929.8477999996 3125654.901799999, 4036191.5694999993 3126356.216, 4036040.0946999993 3126708.310799999, 4036354.5264 3127292.3237999994, 4036873.7327999994 3127766.1509000007, 4038179.8050999995 3128958.6728000008, 4038926.699100001 3129532.042300001, 4039409.2184999995 3129948.7590999994, 4039728.000600001 3130323.1730000004, 4040002.7731 3130725.0501000006, 4040272.9992999993 3131199.073000001, 4040489.2783000004 3131473.2453000005, 4040806.2358999997 3131724.1128000002, 4041184.9130000006 3131840.6043999996, 4041487.5569 3132003.364, 4041732.1766999997 3132199.5776000004, 4041913.3368999995 3132405.1842, 4042061.028000001 3132610.9015999995, 4042226.6444000006 3132943.6350999996, 4042515.0292000007 3134182.8308000006, 4042496.0091999993 3134478.5292000007, 4042327.9443999995 3134978.302100001, 4042305.401900001 3135180.1919))",NL422,GM0957,Roermond,45376.0,31868.0,58.0,91.0,0.0005359563668463697,0.0,0.0005359563668463697,0.0005359563668463697,0.00040984898641192977,0.14981556795611464,0.059459629874838424,0.0011349664239099593,0.0008827516630410795,0.005201929442920647,0.3158359342980548,0.12910243071975788,0.007408808600523346,0.13477726283930766,0.024275670733629684,0.026860872032535704,0.004949714682051767,0.036728774551530625,0.028910116964595355,0.0035940603423815377,0.0001891610706516599,0.011034395788013494,0.01929442920646931,0.03581449604338094,0.0022699328478199185,0.0,0.00044137583152053974,PVV,31.58359342980548,31.58359342980548,31.58359342980548
117,NL_GM0965,NL,GM0965,Simpelveld,10555,659.02518628,16.01607984,2021,NL_GM0965,"POLYGON ((4038032.1852 3085332.689099999, 4037759.488 3085872.8637000006, 4037204.1975999996 3086168.6542000007, 4037220.2180000003 3086648.9265, 4036473.5843 3087544.308, 4036256.4771999996 3089479.8959, 4036310.4002 3090159.2727000006, 4037384.5978999995 3091006.5582999997, 4037967.6021 3089803.9726, 4039551.7182 3088434.2278000005, 4039769.567500001 3087746.5931, 4040068.000600001 3087528.9684999995, 4040258.8729 3087389.7985999994, 4040943.6719000004 3086137.0548, 4040761.2093 3085520.1798, 4039918.6976999994 3084774.6645, 4039510.2750000004 3084413.3858000003, 4038032.1852 3085332.689099999))",NL423,GM0965,Simpelveld,8167.0,6465.0,5.0,33.0,0.00031118717908822156,0.0,0.00046678076863233234,0.00046678076863233234,0.00031118717908822156,0.11747316010580364,0.03205227944608682,0.0017115294849852187,0.0010891551268087756,0.004201026917690991,0.3667340905554691,0.16135055235724288,0.0066905243503967635,0.1254084331725533,0.023650225610704838,0.032985840983351486,0.0040454333281468805,0.03485296405788082,0.06394896530262953,0.0026450910222498834,0.0006223743581764431,0.003578652559514548,0.013381048700793527,0.0012447487163528862,0.0007779679477205539,0.0,0.0,PVV,36.67340905554691,36.67340905554691,36.67340905554691
118,NL_GM0971,NL,GM0971,Stein,25007,1095.78928081,22.82099345,2021,NL_GM0971,"POLYGON ((4022171.8873999994 3101150.9838999994, 4022195.7783000004 3101240.0107000005, 4022268.549900001 3101511.2009999994, 4023028.635 3101987.9362000003, 4023076.7595000006 3102381.1054999996, 4022842.476 3102785.4858, 4022301.3485000003 3103063.6516999993, 4022270.5599000007 3103079.4811000004, 4021108.216 3102550.714400001, 4020660.3248999994 3102824.624500001, 4020581.3706 3103289.9799000006, 4021883.7973999996 3105075.7354000006, 4022433.5144999996 3105346.2732999995, 4022639.379899999 3105447.6104000006, 4023900.1645 3107059.040100001, 4024033.4265 3108310.8542, 4024608.3991 3109403.5332999993, 4025486.5841000006 3109302.2819, 4024698.2676999997 3107845.491800001, 4025544.9581000004 3107264.0271000005, 4025030.9449000005 3105568.055299999, 4025205.0042000003 3104456.957699999, 4025057.369999999 3103687.8126, 4025198.239499999 3101558.8718999997, 4024948.1966999993 3101355.8683, 4024680.5160000008 3101196.204500001, 4024398.83 3099976.6632000003, 4023873.7618000004 3099320.6785000004, 4022462.3036 3100195.4847, 4022187.6268000007 3101099.188100001, 4022171.8873999994 3101150.9838999994))",NL423,GM0971,Stein,20518.0,16089.0,29.0,31.0,0.00018716077110237696,0.0,0.00024954769480316924,0.001185351550315054,0.0005614823133071309,0.11391852267764677,0.04248549504023957,0.0007486430844095078,0.0007486430844095078,0.005801983904173685,0.37968681764302203,0.17075301016906858,0.006924948530787947,0.10780460415496912,0.02670160334393911,0.03556054650945162,0.006675400835984778,0.03599725497535716,0.032441200324412,0.0019339946347245618,0.0006238692370079231,0.007361656996693493,0.016345374009607585,0.004179923887953085,0.0006238692370079231,0.0,0.0004990953896063385,PVV,37.968681764302204,37.968681764302204,37.968681764302204
119,NL_GM0981,NL,GM0981,Vaals,10105,424.87147103,23.78366327,2021,NL_GM0981,"POLYGON ((4034395.4025999997 3079646.8147, 4034224.8562000003 3079903.6433000006, 4033479.344799999 3081026.7126, 4033603.0812 3081587.8181999996, 4034313.1400000006 3081502.3058, 4034912.1131999996 3081430.249500001, 4035258.5796000008 3083826.8837, 4035754.7207999993 3083789.124, 4036612.1697000004 3084512.9771999996, 4037540.2454000004 3084680.773, 4037562.8006999996 3083899.5407999996, 4038418.4255 3083451.5413000006, 4039227.9092999995 3082405.1911999993, 4039768.7873 3082008.436899999, 4040852.4078 3081213.9189, 4040279.445699999 3080046.644099999, 4040360.1849000007 3079039.3890000004, 4039608.1877999995 3079044.1722999997, 4037662.6181000005 3079057.0567000005, 4037161.6641000006 3079318.0019000005, 4036893.0582 3079840.090500001, 4036087.2514999993 3080129.5420999993, 4034395.4025999997 3079646.8147))",NL423,GM0981,Vaals,5848.0,4301.0,15.0,9.0,0.0,0.0,0.0011690437222352116,0.0016366612111292963,0.00023380874444704232,0.11807341594575638,0.03507131166705635,0.0009352349777881693,0.0011690437222352116,0.00397474865559972,0.298339957914426,0.16202945990180032,0.00303951367781155,0.1580547112462006,0.02735562310030395,0.029693710544774373,0.004909983633387889,0.04091653027823241,0.06382978723404255,0.0032733224222585926,0.0007014262333411269,0.008417114800093524,0.026420388122515782,0.008884732288987608,0.002104278700023381,0.0,0.00023380874444704232,PVV,29.833995791442604,29.833995791442604,29.833995791442604
120,NL_GM0984,NL,GM0984,Venray,43614,264.14083358,165.11646234,2021,NL_GM0984,"POLYGON ((4047061.283 3168295.8071, 4047903.3340000007 3168015.6050000004, 4049191.661800001 3166935.6535, 4051280.0946999993 3166776.025699999, 4051908.1909999996 3165072.2657999992, 4053304.3462000005 3163630.1853, 4052703.6171000004 3162904.6498000007, 4051877.4662999995 3162733.7880000006, 4050760.5972000007 3164048.4020000007, 4048311.2182 3164358.4887000006, 4047994.7403999995 3163286.0755000003, 4048446.8926999997 3161179.5087, 4047994.460999999 3160405.5069999993, 4046501.9032000005 3160612.8664999995, 4045323.7721999995 3159652.4701000005, 4043978.7774 3159422.2651000004, 4042842.1269000005 3159228.0154999997, 4038544.4202999994 3157843.9674999993, 4034387.3461000007 3156509.4069999997, 4034186.9214999992 3156942.1316, 4034070.5198999997 3158064.8604000006, 4033705.164999999 3161594.2259, 4033206.7260999996 3163006.6664000005, 4032595.3534999993 3169988.2424999997, 4034715.2838000003 3169469.1735999994, 4034846.4130000006 3169437.0988999996, 4036179.1865999997 3169081.1413000003, 4037279.8531 3168148.0766000003, 4038897.6772000007 3168170.496099999, 4039121.941299999 3168221.6336000003, 4042045.6207 3168889.3102, 4044077.6306 3169707.775800001, 4044521.264799999 3169357.0144999996, 4044972.9333999995 3168999.9923, 4045854.6093000006 3167809.8027999997, 4046195.1163999997 3168230.6571999993, 4047061.283 3168295.8071))",NL421,GM0984,Venray,34115.0,26168.0,57.0,56.0,0.00026866244482824794,0.0,0.0003454231433506045,0.0005757052389176742,0.00042218384187296107,0.16280944156591826,0.056188831318364996,0.0009211283822682787,0.0006524659374400307,0.004989445403953176,0.27910189982728845,0.14162348877374784,0.005450009595087315,0.11587027441949722,0.01777010170792554,0.0386873920552677,0.007330646708885051,0.041565918249856074,0.08378430243715218,0.0028401458453271924,0.0003454231433506045,0.01001727115716753,0.012588754557666474,0.013970447131068892,0.0014200729226635962,0.0,0.00046056419113413934,PVV,27.910189982728845,27.910189982728845,27.910189982728845
121,NL_GM0988,NL,GM0988,Weert,50105,475.46714557,105.38057249,2021,NL_GM0988,"POLYGON ((4027284.5896000005 3133617.0878, 4026526.7456 3131893.1569, 4025952.4483000003 3131358.1162, 4024402.9836 3131123.7535999995, 4024259.9696999993 3130698.0758999996, 4024380.0260000005 3129938.75, 4023775.9879 3128504.3477999996, 4023763.465500001 3128474.6187999994, 4021217.8969 3127699.0139000006, 4019768.1613999996 3128210.9097000007, 4017626.0217000004 3128305.8486, 4017214.3485000003 3129162.224300001, 4017358.3443 3129537.0845, 4017180.8499 3129852.4573999997, 4011459.8396000005 3132703.4902999997, 4015127.0789 3133485.6395999994, 4015620.3060999997 3135531.690300001, 4015967.3104999997 3138213.6457, 4017338.210000001 3140119.2882000003, 4018092.669399999 3138962.697899999, 4018893.879899999 3138489.9081999995, 4021591.3647000007 3139068.8696999997, 4023148.2619000003 3138762.660599999, 4023684.2556 3138192.7159, 4024263.9987000003 3136910.2649000008, 4024407.2233000007 3136593.5612000003, 4026468.1787 3135020.9518999998, 4027284.5896000005 3133617.0878))",NL422,GM0988,Weert,39477.0,30064.0,52.0,65.0,0.0007346311817544328,0.0,0.00030053093799044977,0.000968377466858116,6.678465288676663e-05,0.17156977326610345,0.04935385848332053,0.0012355160784051824,0.0006678465288676662,0.005609910842488396,0.30624102581226836,0.13594016095101347,0.008348081610845827,0.13493839115771195,0.022840351287274185,0.031856279426987676,0.005175810598724413,0.03038701706347881,0.0442114402110395,0.0028383477476875813,0.00030053093799044977,0.009249674424817177,0.013791030821117307,0.020936988680001337,0.0012355160784051824,0.0,0.001202123751961799,PVV,30.624102581226836,30.624102581226836,30.624102581226836
122,NL_GM0994,NL,GM0994,Valkenburg aan de Geul,16367,443.65361921,36.89139295,2021,NL_GM0994,"POLYGON ((4029474.167300001 3088475.5095000006, 4028907.666099999 3088321.502800001, 4027940.4594 3088750.9581000004, 4027739.905200001 3088244.9393000007, 4027041.8553 3088247.7250999995, 4026790.106899999 3088484.3116999995, 4026736.1246000007 3089211.569, 4025925.6457 3089599.9663999993, 4025495.5997 3090394.2282999996, 4024148.7148 3090576.3227999993, 4023789.3593000006 3090953.0394, 4022438.6054999996 3091310.1421000008, 4022172.149599999 3091715.8205999993, 4022886.0626999997 3092529.9460000005, 4023204.8545999993 3093147.4091, 4023569.0307 3093278.1482999995, 4024036.2796 3094284.1668, 4025339.7611 3094214.6465000007, 4025613.630000001 3094500.4410999995, 4026268.3907999992 3094681.4618999995, 4026987.6489000004 3094303.7084, 4028048.492900001 3095048.0089, 4027952.0760999992 3094272.589299999, 4028106.228 3093991.579, 4029923.4525000006 3093886.7728000004, 4030540.0320999995 3091951.1426, 4030375.4232 3091043.9049999993, 4031576.241699999 3089854.9919000007, 4030795.2836000007 3089801.5040000007, 4030633.295 3089092.101, 4030179.3518000003 3088980.4814999998, 4029474.167300001 3088475.5095000006))",NL423,GM0994,Valkenburg aan de Geul,13469.0,9416.0,9.0,29.0,0.00021326508850501172,0.0,0.0005331627212625293,0.0021326508850501172,0.0003198976327575176,0.1693324802729793,0.05065045851994029,0.0020260183407976116,0.0005331627212625293,0.004478566858605247,0.30475581147366176,0.1451268927276605,0.006397952655150352,0.1383024098955001,0.018554062699936022,0.04094689699296225,0.004691831947110258,0.03390914907229686,0.038067818298144596,0.004691831947110258,0.00021326508850501172,0.009916826615483045,0.019407123053956067,0.002345915973555129,0.0017061207080400938,0.0,0.000746427809767541,PVV,30.475581147366178,30.475581147366178,30.475581147366178
123,NL_GM0995,NL,GM0995,Lelystad,78598,102.68034878,765.46292387,2021,NL_GM0995,"POLYGON ((4000804.4455999993 3295748.0089999996, 4001281.2742999997 3296100.306, 4002587.7179000005 3297177.5160000008, 4002612.8742999993 3297198.2663000003, 4003293.2215 3297324.2508000005, 4003724.9496 3297103.807499999, 4007468.815199999 3295194.5885000005, 4017517.6630000006 3293205.1984, 4020745.2387000006 3287615.5320999995, 4021364.3453 3284647.6711999997, 4021953.7126 3281826.944700001, 4021898.0031000003 3276522.5796000008, 4021719.713199999 3275817.8050999995, 4021849.3837 3274669.3694, 4022616.5417 3272943.0281000007, 4019930.0461 3271446.6012999993, 4021050.6086 3268971.0229, 4019776.8871 3267593.6873000003, 4021053.7838000003 3264846.1559999995, 4020297.5513000004 3264735.618899999, 4017075.0788000003 3262149.9783999994, 4011032.724300001 3268883.604800001, 4008162.998400001 3266651.767000001, 4005427.8586999997 3265010.5900999997, 4004800.0099 3264634.223200001, 3999412.954500001 3267993.8672, 3998855.0902999993 3268840.2536999993, 3987439.0555000007 3286245.5244999994, 3988543.1218999997 3286757.2152999993, 3991693.094799999 3288219.0484999996, 4000225.4813 3292175.9756000005, 4000494.7262999993 3293836.8016, 4000804.4455999993 3295748.0089999996))",NL230,GM0995,Lelystad,59732.0,40980.0,124.0,92.0,0.0009321950740849769,0.0,0.00036797173977038566,0.0066234913158669416,0.0007359434795407713,0.15150623098812677,0.04452458051221666,0.0014228240604454911,0.0016436071043077225,0.006598959866548916,0.2978608576194682,0.11559218918653714,0.008242566970856638,0.12692571877146502,0.03922578745952311,0.020213914238053184,0.00657442841723089,0.03792562064566775,0.0347365322343244,0.0216612697478167,0.000760474928858797,0.010180551466980669,0.020729074673731723,0.03956922774997547,0.004930821312923168,0.0005151604356785399,0.0,PVV,29.78608576194682,29.78608576194682,29.78608576194682
