page_id,page_name,disclaimer,amount_spent_eur,number_of_ads_in_library,fb_page,fbad_page,party,coder,other
1557210341199535,CDA Zaanstad,NA,NA,NA,https://www.facebook.com/1557210341199535,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=1557210341199535&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CDA,Double Check,
1705660683039799,Raymond Knops,NA,NA,NA,https://www.facebook.com/1705660683039799,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=1705660683039799&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CDA,Double Check,
1107043432765171,CDA Ommen,NA,NA,NA,https://www.facebook.com/1107043432765171,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=1107043432765171&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CDA,Double Check,
1791229601140644,René Peters,NA,NA,NA,https://www.facebook.com/1791229601140644,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=1791229601140644&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CDA,Double Check,
1393972554182063,PvdA Winterswijk,NA,NA,NA,https://www.facebook.com/1393972554182063,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=1393972554182063&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PvdA,Double Check,
1383104228576987,PvdA Vlaardingen,NA,NA,NA,https://www.facebook.com/1383104228576987,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=1383104228576987&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PvdA,Double Check,
1422889834673368,PvdA Valkenswaard,NA,NA,NA,https://www.facebook.com/1422889834673368,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=1422889834673368&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PvdA,Double Check,
1510532972292654,Partij van de Arbeid PvdA Midden-Groningen,NA,NA,NA,https://www.facebook.com/1510532972292654,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=1510532972292654&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PvdA,Double Check,
1389317844656912,PvdA Tilburg,NA,NA,NA,https://www.facebook.com/1389317844656912,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=1389317844656912&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PvdA,Double Check,
1380763172182215,Pvda Lingewaard,NA,NA,NA,https://www.facebook.com/1380763172182215,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=1380763172182215&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PvdA,Double Check,
1218520171552619,PvdA Noordoostpolder,NA,NA,NA,https://www.facebook.com/1218520171552619,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=1218520171552619&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PvdA,Double Check,
100124381382350,Bas van 't Wout,NA,NA,NA,https://www.facebook.com/100124381382350,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=100124381382350&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
100291500469490,Gijs van Dijk,NA,NA,NA,https://www.facebook.com/100291500469490,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=100291500469490&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PvdA,Double Check,
100321288229672,Eppo Bruins,NA,NA,NA,https://www.facebook.com/100321288229672,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=100321288229672&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,ChristenUnie,Double Check,
1.01066E+15,Daan Versteeg,NA,NA,NA,https://www.facebook.com/1010657719133320,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=1010657719133320&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CDA,Double Check,
102505038393058,Politieke Partij Delta,NA,NA,NA,https://www.facebook.com/102505038393058,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=102505038393058&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Politieke Partij Delta,Double Check,
102702261651304,Harmen Krul,NA,NA,NA,https://www.facebook.com/102702261651304,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=102702261651304&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CDA,Double Check,
102760393111399,PvdA Zwolle,NA,NA,NA,https://www.facebook.com/102760393111399,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=102760393111399&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PvdA,Double Check,
103244341131787,GO Realisme & Daadkracht,NA,NA,NA,https://www.facebook.com/103244341131787,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=103244341131787&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,GO,Double Check,
103278663447730,Maik Barten - Raadslid VVD Geldrop-Mierlo,NA,NA,NA,https://www.facebook.com/103278663447730,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=103278663447730&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
103360741627020,GroenLinks Oirschot,NA,NA,NA,https://www.facebook.com/103360741627020,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=103360741627020&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,GroenLinks,Double Check,
103365881571818,Nieuwe Democratie,NA,NA,NA,https://www.facebook.com/103365881571818,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=103365881571818&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Nieuwe Democratie,Double Check,
103992696348691,Wethouder Cees Pille,NA,NA,NA,https://www.facebook.com/103992696348691,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=103992696348691&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
1.0419E+15,Thierry Aartsen,NA,NA,NA,https://www.facebook.com/1041897309271360,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=1041897309271360&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
105422274685438,Jelle Beemsterboer,NA,NA,NA,https://www.facebook.com/105422274685438,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=105422274685438&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CDA,Double Check,
106235381376023,Marco Eestermans PvdA,NA,NA,NA,https://www.facebook.com/106235381376023,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=106235381376023&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PvdA,Double Check,
107407420701832,CDJA Duin- en Bollenstreek,NA,NA,NA,https://www.facebook.com/107407420701832,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=107407420701832&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CDA,Double Check,
107610150609555,VVD Gulpen-Wittem,NA,NA,NA,https://www.facebook.com/107610150609555,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=107610150609555&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
107794439556152,ChristenUnie Urk,NA,NA,NA,https://www.facebook.com/107794439556152,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=107794439556152&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,ChristenUnie,Double Check,
108120604060106,DENK Den Haag,NA,NA,NA,https://www.facebook.com/108120604060106,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=108120604060106&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,DENK,Double Check,
108130921151383,Eveline Tijmstra,NA,NA,NA,https://www.facebook.com/108130921151383,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=108130921151383&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CDA,Double Check,
108597633942628,Bert-Jan Ruissen,NA,NA,NA,https://www.facebook.com/108597633942628,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=108597633942628&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,SGP,Double Check,
109233967233458,Burger Belangen Nederland,NA,NA,NA,https://www.facebook.com/109233967233458,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=109233967233458&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Burger Belangen Nederland,Double Check,
109868597382077,Sabine Koebrugge,NA,NA,NA,https://www.facebook.com/109868597382077,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=109868597382077&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
110211433868259,Politiek Op Maat,NA,NA,NA,https://www.facebook.com/110211433868259,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=110211433868259&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Politiek Op Maat,Double Check,
110753764083012,Volt Deventer,NA,NA,NA,https://www.facebook.com/110753764083012,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=110753764083012&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Volt Nederland,Double Check,
111134424085540,Michiel Dijkman Kamerlid Kandidaat #38,NA,NA,NA,https://www.facebook.com/111134424085540,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=111134424085540&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CDA,Double Check,
111881632210618,GroenLinks Zuid-Holland,NA,NA,NA,https://www.facebook.com/111881632210618,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=111881632210618&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,GroenLinks,Double Check,
112246298811452,Jonge Socialisten in de PvdA,NA,NA,NA,https://www.facebook.com/112246298811452,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=112246298811452&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PvdA,Double Check,
1.12299E+15,Liane den Haan,NA,NA,NA,https://www.facebook.com/1122985514429410,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=1122985514429410&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,50PLUS,Double Check,
112341377212761,Omdat ik het verdien,NA,NA,NA,https://www.facebook.com/112341377212761,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=112341377212761&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PvdA,Double Check,
112714980596832,Arne Weverling,NA,NA,NA,https://www.facebook.com/112714980596832,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=112714980596832&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
114055275385794,VVD IJsselstein,NA,NA,NA,https://www.facebook.com/114055275385794,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=114055275385794&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
114631488645360,De Haagse VVD,NA,NA,NA,https://www.facebook.com/114631488645360,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=114631488645360&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
115029341980720,VVD Renswoude,NA,NA,NA,https://www.facebook.com/115029341980720,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=115029341980720&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
115241245317898,PvdA Roosendaal,NA,NA,NA,https://www.facebook.com/115241245317898,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=115241245317898&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PvdA,Double Check,
116050085145365,GroenLinks Rotterdam,NA,NA,NA,https://www.facebook.com/116050085145365,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=116050085145365&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,GroenLinks,Double Check,
1.1691E+15,Carla Dik-Faber,NA,NA,NA,https://www.facebook.com/1169104093164170,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=1169104093164170&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,ChristenUnie,Double Check,
117095328492297,VVD Vught-Helvoirt-Cromvoirt,NA,NA,NA,https://www.facebook.com/117095328492297,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=117095328492297&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
117346168281139,VVD Lokaal Netwerk Brussel,NA,NA,NA,https://www.facebook.com/117346168281139,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=117346168281139&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
117481438306203,D66 Woerden,NA,NA,NA,https://www.facebook.com/117481438306203,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=117481438306203&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,D66,Double Check,
120767601437627,SP Kerkrade,NA,NA,NA,https://www.facebook.com/120767601437627,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=120767601437627&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,SP,Double Check,
1.20799E+15,SP Zutphen/Warnsveld,NA,NA,NA,https://www.facebook.com/1207987872568660,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=1207987872568660&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,SP,Double Check,
122476232484830,Burgemeester Han van Midden,NA,NA,NA,https://www.facebook.com/122476232484830,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=122476232484830&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
123074804424518,VVD Venlo,NA,NA,NA,https://www.facebook.com/123074804424518,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=123074804424518&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
123604241074923,PvdA Brabant,NA,NA,NA,https://www.facebook.com/123604241074923,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=123604241074923&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PvdA,Double Check,
123661660977745,D66 Enschede,NA,NA,NA,https://www.facebook.com/123661660977745,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=123661660977745&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,D66,Double Check,
124282324250399,Klaas Dijkhoff,NA,NA,NA,https://www.facebook.com/124282324250399,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=124282324250399&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
1.24585E+15,Bert Veenstra - aspirant kandidaat voor Partij van de Arbeid,NA,NA,NA,https://www.facebook.com/1245849062154550,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=1245849062154550&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PvdA,Double Check,
125382950819455,SP Groningen,NA,NA,NA,https://www.facebook.com/125382950819455,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=125382950819455&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,SP,Double Check,
125663380814227,Libertaire Partij - LP,NA,NA,NA,https://www.facebook.com/125663380814227,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=125663380814227&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,Libertaire Partij,Double Check,
128111953937914,JOVD Eindhoven,NA,NA,NA,https://www.facebook.com/128111953937914,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=128111953937914&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
128640250574683,De Utrechtse VVD,NA,NA,NA,https://www.facebook.com/128640250574683,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=128640250574683&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
129568950441577,Partij voor de Dieren Zeeland,NA,NA,NA,https://www.facebook.com/129568950441577,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=129568950441577&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PvdD,Double Check,
130487254323668,D66 Eemsdelta,NA,NA,NA,https://www.facebook.com/130487254323668,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=130487254323668&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,D66,Double Check,
131158970298702,D66 's-Hertogenbosch,NA,NA,NA,https://www.facebook.com/131158970298702,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=131158970298702&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,D66,Double Check,
133610523380150,GroenLinks Den Haag,NA,NA,NA,https://www.facebook.com/133610523380150,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=133610523380150&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,GroenLinks,Double Check,
134845486657988,CDA Terneuzen,NA,NA,NA,https://www.facebook.com/134845486657988,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=134845486657988&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CDA,Double Check,
134898129893433,SGP-jongeren,NA,NA,NA,https://www.facebook.com/134898129893433,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=134898129893433&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,SGP,Double Check,
135376383177889,CDA Katwijk,NA,NA,NA,https://www.facebook.com/135376383177889,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=135376383177889&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CDA,Double Check,
135501903830947,Arnout van den Bosch - Raadslid PvdA Amstelveen,NA,NA,NA,https://www.facebook.com/135501903830947,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=135501903830947&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PvdA,Double Check,
135642563196256,"CDJA, CDA-jongeren",NA,NA,NA,https://www.facebook.com/135642563196256,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=135642563196256&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CDA,Double Check,
135925936464418,VVD Harderwijk-Hierden,NA,NA,NA,https://www.facebook.com/135925936464418,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=135925936464418&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
136653320218,SP Rotterdam,NA,NA,NA,https://www.facebook.com/136653320218,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=136653320218&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,SP,Double Check,
1.37728E+15,D66 Lingewaard,NA,NA,NA,https://www.facebook.com/1377280262539840,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=1377280262539840&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,D66,Double Check,
138208102983774,Agnes Mulder,NA,NA,NA,https://www.facebook.com/138208102983774,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=138208102983774&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CDA,Double Check,
138401470173379,Thom de Vries D66,NA,NA,NA,https://www.facebook.com/138401470173379,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=138401470173379&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,D66,Double Check,
140197449380734,JOVD Amsterdam e.o.,NA,NA,NA,https://www.facebook.com/140197449380734,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=140197449380734&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
140205082843346,Pvda Rijswijk,NA,NA,NA,https://www.facebook.com/140205082843346,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=140205082843346&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PvdA,Double Check,
1.41435E+15,GroenLinks Alkmaar,NA,NA,NA,https://www.facebook.com/1414350562183210,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=1414350562183210&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,GroenLinks,Double Check,
1.43805E+15,NIDA,NA,NA,NA,https://www.facebook.com/1438054859744080,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=1438054859744080&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,NIDA,Double Check,
143965825711068,JOVD Utrecht e.o.,NA,NA,NA,https://www.facebook.com/143965825711068,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=143965825711068&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
1.44079E+15,Wethouder Robert van Asten,NA,NA,NA,https://www.facebook.com/1440785062866880,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=1440785062866880&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,D66,Double Check,
144728552295443,PvdA Amersfoort,NA,NA,NA,https://www.facebook.com/144728552295443,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=144728552295443&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,PvdA,Double Check,
146649939174312,Jos van Ginneken,NA,NA,NA,https://www.facebook.com/146649939174312,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=146649939174312&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,CDA,Double Check,
146790238829202,D66 Zeeland,NA,NA,NA,https://www.facebook.com/146790238829202,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=146790238829202&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,D66,Double Check,
147722648491,D66 Leiden,NA,NA,NA,https://www.facebook.com/147722648491,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=147722648491&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,D66,Double Check,
147772805659767,Gert-Jan Segers,NA,NA,NA,https://www.facebook.com/147772805659767,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=147772805659767&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,ChristenUnie,Double Check,
148005128902583,VVD Heemskerk,NA,NA,NA,https://www.facebook.com/148005128902583,https://www.facebook.com/ads/library/?active_status=all&ad_type=political_and_issue_ads&country=NL&view_all_page_id=148005128902583&sort_data[direction]=desc&sort_data[mode]=relevancy_monthly_grouped&search_type=page&media_type=all,VVD,Double Check,
