Page ID,Page name,Disclaimer,Amount spent (EUR),Number of ads in Library
189701254384965,Eneco,Eneco,141386,224
100717511317223,Zet ook de knop om,Ministerie van Economische Zaken en Klimaat,138047,27
288295911466,Greenpeace Nederland,Greenpeace Nederland,107346,858
83439828234,Milieudefensie,Milieudefensie,66268,701
57729029960,Amnesty International Nederland,Amnesty International Nederland,58694,308
120034538112114,Stichting Vluchteling,Stichting Vluchteling,58505,5
93833638834,Plan International NL,Plan International NL,48502,155
100455310014019,Solidaridad,Solidaridad,31780,331
159449970751999,Save the Children Nederland,Save the Children Nederland,29417,79
111534388878604,NIVEA,NIVEA,27296,22
488054904564547,ifaw,Stichting IFAW,27099,195
120184871378246,Aidsfonds,Aidsfonds,25780,42
201751609836046,Dokters van de Wereld (NL),Dokters van de Wereld,25346,39
320374518118,CDA,CDA,24353,1683
130133230331245,Wereld Natuur Fonds - WWF,Wereld Natuur Fonds - WWF,24260,84
115289021825188,Oxfam Novib,Oxfam Novib,22724,389
107104755358059,Nationale Klimaatweek,Nationale Klimaatweek,22646,11
139858509373289,UNICEF Nederland,Unicef Nederland,22126,275
146644665960101,Volt Nederland,Volt Nederland,20826,200
101589685639286,Stop extra bierbelasting,Nederlandse Brouwers,19211,5
178362315106,European Parliament,European Parliament,18395,158
1830425247191865,Cordaid,Cordaid,18285,31
100364422327666,BVNL - Belang van Nederland,BVNL,17828,14
118754531489898,Artsen zonder Grenzen,Artsen zonder Grenzen Nederland,17367,27
100169997009,Proefdiervrij,Proefdiervrij,16422,144
100660309175869,NieuwRechts,NieuwRechts.nl,15782,178
349312760804,World Vision Nederland,World Vision NL,15742,236
428670174395114,Vattenfall,Vattenfall Nederland,15030,25
285512534937,Terre des Hommes Nederland,Terre des Hommes Nederland,14937,76
245644432148792,ING Nederland,ING Nederland,14806,22
969158383214898,Wybren van Haga - BVNL,BVNL,14049,16
203753056314055,Varkens in Nood,Varkens in Nood,14005,45
133720236695807,Werken voor Nederland,Werken voor Nederland,13990,72
133687759997528,ASN Bank,ASN Bank,12397,2
128393027527,SP,SP,12200,137
107872495911431,VluchtelingenWerk Nederland,VluchtelingenWerk Nederland,11899,28
110087955484633,Beweging Limburg tegen Kindermishandeling,INOVA,11850,14
142080576837,Vrij Nederland,Vrij Nederland,11181,22
137011549489828,GroenLinks-PvdA,GroenLinks-PvdA,10362,3
1607001549529193,"Waterschap Amstel, Gooi en Vecht","Waterschap Amstel, Gooi en Vecht",10159,38
171605059556434,World Animal Protection Nederland,World Animal Protection Nederland,9475,111
108569272275857,Blij van Zuivelvrij,Stichting Dier&Recht,8581,76
108588405832078,Amref Flying Doctors NL,Amref Flying Doctors NL,8336,45
121719834601889,FNV Vakbond,FNV Vakbond,8312,73
514814491878400,NVVE,NVVE,8291,151
100245303370876,APG,APG,8063,13
122074554119,EU Social,EU Social,7992,22
404247949634770,CARE Nederland,CARE Nederland,7590,214
106370071810105,Cultuur onder Vuur NL,Stichting Civitas Christiana,7389,18
281600435192259,Fonds Slachtofferhulp,Fonds Slachtofferhulp,7243,62
399250573436072,Werken bij Defensie,Werken bij Defensie,6984,21
222029491143966,Free Press Unlimited,Free Press Unlimited,6859,18
105784111524296,Ekō NL,Ekō NL,6857,12
384101518433208,Waterklaar,INOVA,6828,14
194041757291378,PAX,PAX,6257,43
115027651906533,Wakker Dier,Stichting Wakker Dier,5676,86
105539054523015,Futureproof NL,Futureproof,5370,140
115394861582421,Verbroken Ketenen Verbonden Rotterdam,Gemeente Rotterdam,5360,19
198486356863605,Longfonds,Longfonds,5233,60
106529315391544,IkLobby,IkLobby,5148,48
1409007399336866,BNNVARA,BNNVARA,5000,29
115694621618493,Samen voor een veilige buurt,RIEC Oost-Nederland,4741,565
609816282477420,Forum voor Democratie -FVD,Forum voor Democratie,4688,18
141801972540083,EW Magazine,EW Magazine,4589,76
121264564551002,VVD,VVD,4049,169
128398963691057,Vraagje?,"Ministerie van Volksgezondheid, Welzijn en Sport",3963,15
338750440106782,BBB BoerBurgerBeweging,Boerburgerbeweging,3950,3
100993049941618,Gemeente Den Haag,Gemeente Den Haag,3720,16
640413262653563,Fossielvrij NL,Fossielvrij NL,3660,29
117483088313381,CIWF Nederland,CIWF Nederland,3655,5
243860895651424,Tearfund Nederland,Tearfund,3623,72
105339817717917,Gezin in Gevaar,Stichting Civitas Christiana,3555,12
106020448037192,JA21,JA21.nl,3433,31
115077391879906,"Ministerie van Onderwijs, Cultuur en Wetenschap","Ministerie van Onderwijs, Cultuur en Wetenschap",3418,12
208250375865238,Woord en Daad,Stichting Woord en Daad,3405,221
143686555666670,Trees for All,Trees for All,3285,31
134267673299598,NPO Radio 1,NPO Radio 1,3230,5
148404651881567,VNO-NCW,VNO-NCW,3136,80
403772503084759,Rijksdienst voor Ondernemend Nederland - RVO,Rijksdienst voor Ondernemend Nederland - RVO,3020,10
202064936858448,Geert Wilders,Geert Wilders,3012,2
119867424761918,Stadsdeel Centrum Amsterdam,Gemeente Amsterdam,3012,329
1550088745275913,DENK,DENK,2955,45
325306177501144,Amsterdam Stadsdeel Zuid,Gemeente Amsterdam,2872,108
107948478848391,Art.1 Midden Nederland,Art.1 Midden Nederland,2727,139
147683725284795,Mercy Ships Holland,Mercy Ships Holland,2515,43
114824741963035,Kom over en help,St. Kom over en help,2401,52
115027651906533,Wakker Dier,Wakker Dier,2293,24
314184649030,Probeer de Bond,Probeer de Bond,2245,13
193853323977481,Stadsdeel Amsterdam Zuidoost,Gemeente Amsterdam,2209,428
473492249475971,Stirezo Pro-life,Stichting Civitas Christiana,2202,8
206592029351928,ABN AMRO,These ads ran without a disclaimer,2181,4
164448196903465,Simavi,Simavi,2160,15
1594630217521502,NPO Kennis,Stichting NTR,2078,62
153357044722038,Jonge Democraten,Jonge Democraten,2066,4
132206508583021,FIKS,Starters4Communities,2062,34
111199435097484,Nederlandkalverland.nl,Nederlandkalverland.nl,2053,26
470919559742826,Meld Misdaad Anoniem,Meld Misdaad Anoniem,2053,24
844559615710915,Lilian Marijnissen,SP,2029,23
108702228688850,WeCount,WeCount,1861,6
102523116490167,NJR,NJR,1857,14
288700097949818,Mijn Stem,Citisens,1821,7
248022541905667,Gemeente Amsterdam,Gemeente Amsterdam,1736,14
269793629749221,ZOA,ZOA,1700,16
101476021575387,Hetgaatovermij,Landelijke Cliëntenraad,1591,50
131863483350249,Shohreh Feshtali - BVNL,BVNL - Belang van Nederland,1503,2
684205995075734,Rob Jetten,Rob Jetten,1500,3
130015911059089,Samen om,om | nieuwe energie,1420,35
116592248404562,Rode Hoed,Rode Hoed,1382,52
1163101523809612,FLYERALARM,These ads ran without a disclaimer,1381,1
183747651651348,Hivos,Hivos,1373,32
254272004670909,Ministerie van Justitie en Veiligheid,Ministerie van Justitie en Veiligheid,1365,2
328663274675248,Voor 16,Voor 14,1348,16
567257733326081,Starters4Communities,Starters4Communities,1341,34
354196741370845,Brandpunt+,KRO-NCRV,1312,31
110333761471734,SP Jongeren,SP Jongeren,1289,29
347109699457,Wemos,Wemos,1263,32
268185196871302,BASF,These ads ran without a disclaimer,1200,1
319495812163,Deloitte,Deloitte Nederland,1180,6
128869313810652,Eerlijke Geldwijzer,Eerlijke Geldwijzer,1156,5
428670174395114,Vattenfall,These ads ran without a disclaimer,1132,1
1586038428202115,Siriz,Stichting Siriz,1100,13
156571571036057,Natuur & Milieu,Natuur & Milieu,1100,7
94738574348,Boom Chicago,Boom Chicago,1088,4
109674908264183,Kiosk.nl,DPG Media B.V.,1073,12
145580068834607,Veteranendag,Veteranendag,1072,26
125956260756629,Gemeente Tilburg,Gemeente Tilburg,1066,16
34880713930,ACN - Kerk in Nood,Kerk in Nood Nederland,1021,3
165625476919894,CNV Vakmensen,CNV Vakmensen,1017,14
301641784038642,Strong Babies,Strong Babies,1010,28
177508708941577,Milieu Centraal,Milieu Centraal,1000,4
102287806490622,Partij voor de Dieren,Partij voor de Dieren,999,2
118582591622050,Provincie Limburg,Provincie Limburg,997,23
539993949363852,Gemeente Bergeijk,Gemeente Bergeijk,962,32
160001040736183,Fairtrade Nederland,Fairtrade Nederland,933,51
665910933577776,HUMAN,Human,902,13
195386463835527,Milieudefensie Jong,Milieudefensie,894,13
112530232090434,NPO,These ads ran without a disclaimer,868,1
106491429483582,SDOK,SDOK,865,11
113895885305052,Partij van de Arbeid (PvdA),Partij van de Arbeid (PvdA),864,3
